,p0q0
11004,-7
11005,-7
11006,-3
11007,9
11008,-2
11009,4
11010,0
11011,1
11012,-7
11013,2
11014,-10
11015,8
11016,-1
11017,0
11018,0
11019,-1
11020,3
11021,-6
11022,-4
11023,3
11024,-10
11025,3
11026,2
11027,0
11028,-4
11029,-6
11030,2
11031,-5
11032,-1
11033,0
11034,3
11035,-7
11036,0
11037,6
11038,-7
11039,-8
11040,-6
11041,10
11042,-3
11043,-3
11044,-5
11045,8
11046,1
11047,9
11048,-4
11049,-8
11050,1
11051,-4
11052,10
11053,2
11054,-1
11055,-5
11056,2
11057,-8
11058,6
11059,6
11060,-4
11061,3
11062,7
11063,-6
11064,3
11065,5
11066,3
11067,-4
11068,4
11069,6
11070,-8
11071,-5
11072,6
11073,-1
11074,2
11075,6
11076,-9
11077,7
11078,-1
11079,4
11080,-10
11081,6
11082,4
11083,5
11084,7
11085,7
11086,6
11087,-10
11088,-2
11089,9
11090,-1
11091,-1
11092,2
11093,9
11094,-4
11095,0
11096,-10
11097,-2
11098,3
11099,-2
11100,-2
11101,6
11102,-9
11103,-3
11104,-4
11105,-9
11106,10
11107,-6
11108,8
11109,-4
11110,9
11111,9
11112,-2
11113,-7
11114,2
11115,6
11116,-2
11117,-8
11118,2
11119,4
11120,4
11121,-10
11122,-4
11123,-9
11124,1
11125,-8
11126,-4
11127,6
11128,0
11129,-5
11130,9
11131,-4
11132,-9
11133,-6
11134,10
11135,-8
11136,9
11137,7
11138,-5
11139,-6
11140,-7
11141,2
11142,5
11143,2
11144,2
11145,-4
11146,7
11147,9
11148,2
11149,-10
11150,10
11151,-6
11152,-1
11153,10
11154,0
11155,-4
11156,-6
11157,10
11158,-7
11159,-5
11160,6
11161,2
11162,2
11163,6
11164,-10
11165,-10
11166,7
11167,5
11168,-1
11169,6
11170,10
11171,8
11172,2
11173,-6
11174,9
11175,-9
11176,7
11177,7
11178,-10
11179,-8
11180,-1
11181,-8
11182,9
11183,-10
11184,8
11185,-6
11186,-5
11187,-4
11188,1
11189,-6
11190,-1
11191,-9
11192,-5
11193,-2
11194,-1
11195,9
11196,-5
11197,-2
11198,5
11199,5
11200,2
11201,-5
11202,9
11203,10
11204,6
11205,6
11206,0
11207,-7
11208,9
11209,-2
11210,2
11211,-1
11212,-9
11213,3
11214,1
11215,10
11216,5
11217,-9
11218,6
11219,-3
11220,7
11221,5
11222,9
11223,-5
11224,2
11225,3
11226,7
11227,1
11228,-8
11229,-4
11230,-6
11231,-5
11232,10
11233,3
11234,3
11235,1
11236,0
11237,-4
11238,10
11239,5
11240,-8
11241,-9
11242,4
11243,-5
11244,2
11245,6
11246,-7
11247,2
11248,-3
11249,3
11250,-6
11251,7
11252,0
11253,4
11254,-6
11255,-1
11256,-4
11257,-3
11258,4
11259,-10
11260,-10
11261,10
11262,-9
11263,-8
11264,6
11265,2
11266,4
11267,-6
11268,-1
11269,-5
11270,-9
11271,-10
11272,7
11273,0
11274,-6
11275,-10
11276,8
11277,-10
11278,-10
11279,-2
11280,7
11281,-5
11282,-10
11283,-5
11284,-1
11285,-5
11286,-10
11287,1
11288,-9
11289,3
11290,10
11291,-4
11292,-8
11293,-7
11294,-10
11295,10
11296,-5
11297,-8
11298,-5
11299,-9
11300,7
11301,10
11302,2
11303,9
11304,-10
11305,-1
11306,1
11307,-8
11308,-5
11309,10
11310,-6
11311,-7
11312,3
11313,0
11314,-8
11315,2
11316,-7
11317,5
11318,6
11319,3
11320,-9
11321,10
11322,6
11323,-5
11324,7
11325,-8
11326,-8
11327,-7
11328,-1
11329,8
11330,10
11331,-9
11332,3
11333,6
11334,-6
11335,-7
11336,-9
11337,10
11338,5
11339,2
11340,-7
11341,5
11342,4
11343,-6
11344,-4
11345,-7
11346,-5
11347,6
11348,-1
11349,5
11350,-1
11351,-3
11352,-2
11353,-8
11354,2
11355,-8
11356,9
11357,6
11358,-1
11359,-7
11360,0
11361,-3
11362,6
11363,0
11364,6
11365,-4
11366,4
11367,-8
11368,-6
11369,4
11370,6
11371,-10
11372,-1
11373,-3
11374,3
11375,4
11376,8
11377,5
11378,3
11379,-4
11380,10
11381,-2
11382,4
11383,4
11384,5
11385,2
11386,0
11387,10
11388,-8
11389,10
11390,4
11391,-5
11392,-1
11393,-8
11394,-9
11395,-1
11396,-9
11397,-9
11398,-1
11399,8
11400,6
11401,-5
11402,-1
11403,-10
11404,-9
11405,-8
11406,1
11407,4
11408,9
11409,-1
11410,5
11411,0
11412,-10
11413,-4
11414,-8
11415,5
11416,1
11417,5
11418,2
11419,-8
11420,6
11421,-3
11422,1
11423,-7
11424,-4
11425,-6
11426,-6
11427,4
11428,-10
11429,1
11430,0
11431,8
11432,-5
11433,10
11434,6
11435,-2
11436,6
11437,6
11438,6
11439,-3
11440,-9
11441,4
11442,-10
11443,-4
11444,10
11445,-3
11446,-2
11447,-4
11448,7
11449,1
11450,-4
11451,-7
11452,7
11453,-8
11454,10
11455,-4
11456,-5
11457,-5
11458,9
11459,5
11460,2
11461,-2
11462,-3
11463,-9
11464,9
11465,-5
11466,0
11467,-6
11468,-2
11469,8
11470,-4
11471,-5
11472,-7
11473,-6
11474,-8
11475,10
11476,-3
11477,-4
11478,-3
11479,10
11480,0
11481,-7
11482,7
11483,5
11484,5
11485,7
11486,-9
11487,-3
11488,4
11489,-2
11490,-6
11491,9
11492,3
11493,7
11494,9
11495,-8
11496,-10
11497,-9
11498,-10
11499,-7
11500,7
11501,-8
11502,5
11503,8
11504,3
11505,4
11506,7
11507,-2
11508,10
11509,10
11510,6
11511,0
11512,3
11513,4
11514,-4
11515,9
11516,6
11517,5
11518,-4
11519,-5
11520,5
11521,3
11522,10
11523,7
11524,-8
11525,-4
11526,-2
11527,2
11528,4
11529,10
11530,0
11531,8
11532,3
11533,-4
11534,8
11535,-8
11536,-5
11537,-3
11538,5
11539,-6
11540,-1
11541,-10
11542,-2
11543,-1
11544,6
11545,3
11546,4
11547,3
11548,-10
11549,3
11550,7
11551,-4
11552,-9
11553,-4
11554,-1
11555,-7
11556,-10
11557,-2
11558,-6
11559,6
11560,-4
11561,-9
11562,-3
11563,7
11564,-4
11565,-10
11566,-3
11567,2
11568,-7
11569,1
11570,6
11571,-2
11572,4
11573,8
11574,-10
11575,3
11576,-7
11577,2
11578,5
11579,5
11580,-5
11581,-2
11582,-5
11583,-1
11584,-9
11585,-3
11586,-10
11587,-3
11588,9
11589,4
11590,-6
11591,-1
11592,-7
11593,3
11594,-3
11595,-7
11596,-7
11597,-2
11598,-10
11599,-7
11600,0
11601,-4
11602,7
11603,8
11604,8
11605,-9
11606,-4
11607,9
11608,6
11609,-4
11610,-8
11611,0
11612,-5
11613,10
11614,-2
11615,2
11616,-2
11617,5
11618,1
11619,6
11620,5
11621,1
11622,-1
11623,9
11624,-9
11625,0
11626,7
11627,4
11628,8
11629,-6
11630,-3
11631,2
11632,-8
11633,4
11634,-4
11635,7
11636,-8
11637,10
11638,1
11639,3
11640,-10
11641,8
11642,-6
11643,-8
11644,2
11645,-10
11646,-5
11647,1
11648,1
11649,6
11650,4
11651,1
11652,-10
11653,0
11654,3
11655,10
11656,-9
11657,-10
11658,-8
11659,6
11660,-5
11661,-8
11662,4
11663,0
11664,-6
11665,9
11666,4
11667,9
11668,-6
11669,8
11670,-9
11671,7
11672,-8
11673,-3
11674,1
11675,-5
11676,3
11677,-3
11678,-8
11679,-7
11680,0
11681,2
11682,5
11683,-8
11684,-5
11685,3
11686,6
11687,5
11688,7
11689,-5
11690,-6
11691,2
11692,1
11693,1
11694,-8
11695,6
11696,-2
11697,-3
11698,7
11699,-9
11700,7
11701,-9
11702,-1
11703,-4
11704,4
11705,6
11706,-7
11707,6
11708,6
11709,3
11710,-6
11711,10
11712,-7
11713,9
11714,-1
11715,-1
11716,8
11717,5
11718,1
11719,5
11720,-5
11721,4
11722,-5
11723,-10
11724,-8
11725,-7
11726,6
11727,9
11728,10
11729,-9
11730,0
11731,-7
11732,4
11733,-2
11734,0
11735,4
11736,-2
11737,10
11738,-9
11739,-9
11740,9
11741,-9
11742,-3
11743,1
11744,-6
11745,-10
11746,-2
11747,-2
11748,3
11749,-9
11750,9
11751,-1
11752,5
11753,1
11754,1
11755,-2
11756,-9
11757,-4
11758,3
11759,-2
11760,-6
11761,-9
11762,3
11763,-8
11764,-3
11765,-7
11766,4
11767,-8
11768,5
11769,7
11770,-7
11771,-7
11772,-2
11773,-2
11774,-5
11775,8
11776,6
11777,-1
11778,0
11779,-4
11780,2
11781,2
11782,8
11783,-2
11784,-8
11785,9
11786,-3
11787,10
11788,-6
11789,-4
11790,9
11791,3
11792,5
11793,-8
11794,9
11795,-10
11796,0
11797,1
11798,6
11799,-7
11800,-10
11801,6
11802,-3
11803,9
11804,2
11805,-7
11806,6
11807,10
11808,-6
11809,0
11810,-1
11811,-7
11812,-7
11813,10
11814,-10
11815,-5
11816,0
11817,1
11818,0
11819,-9
11820,-2
11821,-9
11822,1
11823,5
11824,-9
11825,4
11826,-5
11827,-3
11828,5
11829,9
11830,7
11831,-1
11832,2
11833,5
11834,-9
11835,10
11836,-7
11837,-4
11838,-3
11839,-2
11840,1
11841,9
11842,6
11843,8
11844,9
11845,10
11846,7
11847,-5
11848,10
11849,0
11850,2
11851,-2
11852,4
11853,6
11854,5
11855,10
11856,-6
11857,6
11858,2
11859,7
11860,-10
11861,-2
11862,6
11863,-9
11864,8
11865,5
11866,-9
11867,-8
11868,-1
11869,-1
11870,7
11871,-10
11872,4
11873,2
11874,10
11875,8
11876,4
11877,8
11878,6
11879,-9
11880,-3
11881,-3
11882,-2
11883,-7
11884,8
11885,5
11886,7
11887,-2
11888,-7
11889,8
11890,-2
11891,-3
11892,-9
11893,-4
11894,-1
11895,-4
11896,-2
11897,-5
11898,-2
11899,-5
11900,4
11901,2
11902,-10
11903,0
11904,0
11905,5
11906,6
11907,4
11908,1
11909,7
11910,1
11911,4
11912,0
11913,-1
11914,7
11915,10
11916,10
11917,-5
11918,-9
11919,10
11920,-1
11921,10
11922,10
11923,4
11924,4
11925,6
11926,-8
11927,-3
11928,-8
11929,-3
11930,-5
11931,1
11932,-7
11933,-3
11934,-10
11935,3
11936,10
11937,-3
11938,-5
11939,-3
11940,-2
11941,-5
11942,2
11943,-9
11944,7
11945,-2
11946,-2
11947,4
11948,-3
11949,-3
11950,8
11951,-5
11952,6
11953,-10
11954,-1
11955,1
11956,5
11957,8
11958,10
11959,6
11960,9
11961,8
11962,2
11963,3
11964,-10
11965,8
11966,7
11967,8
11968,5
11969,6
11970,3
11971,-4
11972,5
11973,-7
11974,-3
11975,-7
11976,-9
11977,1
11978,-3
11979,-1
11980,-7
11981,10
11982,-7
11983,10
11984,6
11985,6
11986,-9
11987,10
11988,5
11989,2
11990,3
11991,3
11992,-3
11993,5
11994,9
11995,-1
11996,2
11997,5
11998,-9
11999,8
12000,-5
12001,7
12002,8
12003,-7
12004,-6
12005,4
12006,-10
12007,5
12008,-5
12009,4
12010,-3
12011,-10
12012,-1
12013,-2
12014,-7
12015,3
12016,-1
12017,7
12018,7
12019,-1
12020,-1
12021,-7
12022,-7
12023,-1
12024,-2
12025,-8
12026,-7
12027,7
12028,6
12029,-5
12030,9
12031,6
12032,3
12033,4
12034,-5
12035,9
12036,0
12037,-1
12038,-3
12039,-10
12040,1
12041,8
12042,-5
12043,10
12044,10
12045,4
12046,9
12047,5
12048,-2
12049,-9
12050,-4
12051,0
12052,5
12053,-4
12054,3
12055,-10
12056,0
12057,5
12058,-2
12059,0
12060,-6
12061,-7
12062,8
12063,5
12064,2
12065,0
12066,5
12067,7
12068,7
12069,9
12070,0
12071,-10
12072,8
12073,7
12074,5
12075,5
12076,0
12077,-3
12078,-5
12079,3
12080,-7
12081,-9
12082,2
12083,1
12084,-7
12085,1
12086,4
12087,-6
12088,0
12089,-7
12090,-6
12091,-8
12092,1
12093,-7
12094,8
12095,-5
12096,7
12097,2
12098,-10
12099,4
12100,-1
12101,8
12102,-9
12103,-1
12104,-8
12105,9
12106,-8
12107,-6
12108,-3
12109,8
12110,-8
12111,-2
12112,-3
12113,-5
12114,5
12115,-9
12116,8
12117,-8
12118,-7
12119,6
12120,4
12121,8
12122,-5
12123,0
12124,0
12125,-3
12126,2
12127,-8
12128,-10
12129,-9
12130,-1
12131,10
12132,5
12133,7
12134,-9
12135,0
12136,-3
12137,-4
12138,-5
12139,-7
12140,-3
12141,4
12142,-9
12143,-3
12144,0
12145,4
12146,3
12147,-5
12148,6
12149,5
12150,8
12151,6
12152,10
12153,-5
12154,-3
12155,10
12156,-7
12157,-6
12158,-2
12159,-8
12160,-6
12161,-9
12162,5
12163,-1
12164,-1
12165,-2
12166,-2
12167,-5
12168,4
12169,6
12170,-5
12171,5
12172,-1
12173,-1
12174,-1
12175,-6
12176,-4
12177,2
12178,8
12179,4
12180,-8
12181,-7
12182,9
12183,0
12184,-8
12185,-9
12186,0
12187,8
12188,-2
12189,-7
12190,8
12191,6
12192,-2
12193,6
12194,-7
12195,-6
12196,5
12197,2
12198,-9
12199,0
12200,8
12201,0
12202,-6
12203,3
12204,-5
12205,1
12206,-7
12207,-7
12208,-8
12209,-6
12210,-8
12211,-10
12212,-10
12213,8
12214,-5
12215,9
12216,9
12217,-1
12218,-5
12219,6
12220,-10
12221,-6
12222,7
12223,8
12224,4
12225,4
12226,-1
12227,5
12228,-2
12229,4
12230,8
12231,5
12232,1
12233,-6
12234,0
12235,6
12236,5
12237,0
12238,-5
12239,-4
12240,8
12241,-8
12242,-8
12243,4
12244,7
12245,2
12246,-6
12247,-10
12248,9
12249,7
12250,8
12251,10
12252,-10
12253,10
12254,7
12255,5
12256,-2
12257,6
12258,-7
12259,5
12260,1
12261,-5
12262,4
12263,-4
12264,6
12265,5
12266,-2
12267,-2
12268,10
12269,-3
12270,-3
12271,4
12272,5
12273,-2
12274,4
12275,-8
12276,6
12277,3
12278,-5
12279,9
12280,-7
12281,2
12282,-7
12283,-4
12284,-10
12285,3
12286,3
12287,-4
12288,-2
12289,-8
12290,4
12291,-4
12292,10
12293,7
12294,-8
12295,8
12296,-2
12297,9
12298,2
12299,2
12300,3
12301,3
12302,-5
12303,-8
12304,2
12305,8
12306,1
12307,8
12308,5
12309,5
12310,-1
12311,-7
12312,7
12313,3
12314,-5
12315,8
12316,-4
12317,5
12318,-5
12319,10
12320,-9
12321,10
12322,-10
12323,4
12324,6
12325,1
12326,3
12327,3
12328,-9
12329,-2
12330,8
12331,6
12332,-9
12333,-1
12334,4
12335,3
12336,6
12337,-3
12338,-1
12339,-10
12340,4
12341,4
12342,7
12343,-5
12344,7
12345,-3
12346,-7
12347,9
12348,2
12349,6
12350,9
12351,-8
12352,-4
12353,-3
12354,-6
12355,-6
12356,-8
12357,3
12358,0
12359,-9
12360,-8
12361,-2
12362,8
12363,-7
12364,2
12365,-1
12366,-3
12367,-3
12368,3
12369,-5
12370,9
12371,2
12372,-8
12373,-2
12374,5
12375,-8
12376,8
12377,-4
12378,8
12379,8
12380,-10
12381,-1
12382,9
12383,-1
12384,5
12385,1
12386,8
12387,-7
12388,-2
12389,4
12390,3
12391,-1
12392,-7
12393,0
12394,8
12395,1
12396,7
12397,-10
12398,-4
12399,4
12400,1
12401,0
12402,-6
12403,6
12404,5
12405,-8
12406,-8
12407,5
12408,1
12409,2
12410,-8
12411,10
12412,-9
12413,9
12414,-4
12415,9
12416,10
12417,4
12418,7
12419,4
12420,6
12421,1
12422,6
12423,-4
12424,8
12425,2
12426,5
12427,-1
12428,10
12429,1
12430,6
12431,2
12432,-4
12433,-10
12434,-2
12435,1
12436,-5
12437,-8
12438,-4
12439,3
12440,-1
12441,3
12442,-9
12443,9
12444,2
12445,4
12446,-9
12447,-8
12448,-9
12449,-6
12450,-2
12451,-9
12452,-10
12453,-3
12454,-10
12455,5
12456,9
12457,10
12458,9
12459,0
12460,-10
12461,4
12462,-6
12463,-1
12464,-5
12465,7
12466,4
12467,10
12468,3
12469,9
12470,3
12471,5
12472,7
12473,-8
12474,-1
12475,-2
12476,-8
12477,-8
12478,-4
12479,4
12480,-2
12481,3
12482,-10
12483,-7
12484,-4
12485,1
12486,2
12487,6
12488,-7
12489,4
12490,8
12491,9
12492,7
12493,-5
12494,-3
12495,1
12496,2
12497,-3
12498,7
12499,7
12500,8
12501,-7
12502,-8
12503,2
12504,-8
12505,10
12506,0
12507,5
12508,8
12509,-9
12510,-5
12511,-3
12512,4
12513,-10
12514,-6
12515,-2
12516,1
12517,-9
12518,-3
12519,-10
12520,2
12521,2
12522,6
12523,5
12524,-3
12525,7
12526,-8
12527,1
12528,-2
12529,8
12530,-2
12531,9
12532,-8
12533,5
12534,-7
12535,-6
12536,6
12537,-4
12538,-1
12539,-7
12540,10
12541,5
12542,-4
12543,-5
12544,-7
12545,-6
12546,4
12547,-3
12548,7
12549,1
12550,-7
12551,-8
12552,8
12553,7
12554,2
12555,-5
12556,-10
12557,9
12558,-6
12559,6
12560,7
12561,8
12562,-2
12563,10
12564,6
12565,1
12566,-5
12567,5
12568,9
12569,-5
12570,0
12571,4
12572,-4
12573,-1
12574,8
12575,-4
12576,0
12577,5
12578,0
12579,-9
12580,8
12581,-9
12582,1
12583,3
12584,7
12585,10
12586,1
12587,9
12588,10
12589,-6
12590,-3
12591,-9
12592,0
12593,10
12594,0
12595,-8
12596,-1
12597,2
12598,1
12599,10
12600,5
12601,-3
12602,2
12603,10
12604,-4
12605,5
12606,1
12607,4
12608,-3
12609,-9
12610,-3
12611,4
12612,6
12613,2
12614,4
12615,3
12616,-1
12617,4
12618,-10
12619,-7
12620,9
12621,9
12622,-5
12623,9
12624,-6
12625,10
12626,-8
12627,8
12628,-2
12629,5
12630,6
12631,10
12632,-6
12633,-10
12634,-3
12635,6
12636,5
12637,-2
12638,7
12639,2
12640,-5
12641,1
12642,4
12643,4
12644,-1
12645,1
12646,5
12647,-3
12648,-3
12649,10
12650,7
12651,-6
12652,-5
12653,3
12654,3
12655,10
12656,7
12657,6
12658,2
12659,-10
12660,-9
12661,4
12662,3
12663,-8
12664,-6
12665,5
12666,-9
12667,-10
12668,4
12669,5
12670,4
12671,-6
12672,-8
12673,7
12674,0
12675,7
12676,0
12677,-2
12678,9
12679,-9
12680,3
12681,3
12682,-5
12683,6
12684,4
12685,4
12686,1
12687,-6
12688,0
12689,-9
12690,-3
12691,3
12692,-3
12693,1
12694,-8
12695,9
12696,-1
12697,3
12698,-5
12699,10
12700,3
12701,-3
12702,-5
12703,0
12704,5
12705,-9
12706,6
12707,-4
12708,-6
12709,9
12710,-4
12711,-3
12712,8
12713,-8
12714,-3
12715,10
12716,5
12717,10
12718,-9
12719,-9
12720,-4
12721,6
12722,-2
12723,7
12724,-4
12725,1
12726,0
12727,10
12728,7
12729,-6
12730,10
12731,-1
12732,3
12733,-1
12734,-2
12735,4
12736,2
12737,5
12738,6
12739,2
12740,-4
12741,-3
12742,10
12743,-3
12744,2
12745,3
12746,-6
12747,-8
12748,-4
12749,5
12750,4
12751,-5
12752,-7
12753,-5
12754,-8
12755,0
12756,4
12757,2
12758,-10
12759,-1
12760,0
12761,7
12762,-10
12763,-1
12764,9
12765,5
12766,10
12767,-8
12768,0
12769,0
12770,6
12771,8
12772,7
12773,7
12774,3
12775,-3
12776,2
12777,2
12778,-5
12779,8
12780,-4
12781,4
12782,-2
12783,6
12784,-2
12785,5
12786,-10
12787,6
12788,-3
12789,5
12790,-1
12791,6
12792,0
12793,4
12794,4
12795,-4
12796,-9
12797,3
12798,-7
12799,6
12800,-1
12801,-4
12802,7
12803,3
12804,-7
12805,-6
12806,2
12807,3
12808,5
12809,-7
12810,10
12811,-7
12812,-9
12813,9
12814,-2
12815,-10
12816,9
12817,-4
12818,-3
12819,-7
12820,-7
12821,9
12822,-9
12823,-2
12824,-3
12825,-7
12826,8
12827,-3
12828,4
12829,-4
12830,-2
12831,7
12832,8
12833,-2
12834,10
12835,3
12836,-10
12837,6
12838,6
12839,9
12840,10
12841,3
12842,-2
12843,8
12844,-8
12845,-6
12846,-6
12847,9
12848,4
12849,-2
12850,6
12851,4
12852,-7
12853,3
12854,4
12855,10
12856,8
12857,1
12858,-1
12859,5
12860,-7
12861,-7
12862,7
12863,-9
12864,-9
12865,-9
12866,-1
12867,7
12868,-7
12869,6
12870,0
12871,-3
12872,3
12873,-5
12874,-5
12875,9
12876,-7
12877,4
12878,-8
12879,-2
12880,-9
12881,8
12882,1
12883,-10
12884,2
12885,7
12886,-7
12887,5
12888,4
12889,2
12890,5
12891,-3
12892,-5
12893,-9
12894,0
12895,2
12896,7
12897,-10
12898,4
12899,-3
12900,7
12901,2
12902,9
12903,-10
12904,8
12905,-6
12906,-8
12907,6
12908,-1
12909,5
12910,2
12911,2
12912,-7
12913,-10
12914,-1
12915,-3
12916,8
12917,-9
12918,-2
12919,5
12920,8
12921,9
12922,3
12923,-9
12924,-10
12925,-6
12926,7
12927,7
12928,7
12929,6
12930,-2
12931,-3
12932,-9
12933,-4
12934,-9
12935,0
12936,-10
12937,-10
12938,4
12939,-8
12940,-1
12941,-5
12942,-6
12943,7
12944,-10
12945,8
12946,7
12947,-4
12948,2
12949,-6
12950,-1
12951,6
12952,-7
12953,-3
12954,3
12955,2
12956,4
12957,-5
12958,3
12959,9
12960,-4
12961,-3
12962,-6
12963,-5
12964,5
12965,-10
12966,7
12967,-5
12968,-9
12969,-3
12970,-8
12971,3
12972,-2
12973,-4
12974,-2
12975,5
12976,-10
12977,-5
12978,-1
12979,2
12980,-5
12981,-9
12982,1
12983,-6
12984,-10
12985,-6
12986,2
12987,9
12988,-5
12989,4
12990,5
12991,-10
12992,3
12993,-3
12994,-1
12995,7
12996,-5
12997,0
12998,-5
12999,-4
13000,-9
13001,-4
13002,-1
13003,5
13004,8
13005,-2
13006,-2
13007,6
13008,1
13009,8
13010,1
13011,-9
13012,2
13013,-1
13014,9
13015,-5
13016,-5
13017,4
13018,-4
13019,2
13020,-7
13021,-10
13022,10
13023,7
13024,3
13025,3
13026,-8
13027,-3
13028,7
13029,-8
13030,-3
13031,10
13032,3
13033,-6
13034,7
13035,-10
13036,10
13037,6
13038,-6
13039,2
13040,0
13041,1
13042,6
13043,10
13044,9
13045,7
13046,3
13047,-4
13048,3
13049,-3
13050,8
13051,-7
13052,-2
13053,-1
13054,-7
13055,-5
13056,-7
13057,-4
13058,8
13059,5
13060,2
13061,3
13062,-10
13063,-5
13064,-7
13065,-8
13066,10
13067,6
13068,6
13069,10
13070,1
13071,-1
13072,0
13073,-8
13074,5
13075,4
13076,6
13077,5
13078,6
13079,-3
13080,9
13081,-4
13082,-2
13083,-9
13084,-2
13085,-9
13086,0
13087,-2
13088,9
13089,8
13090,1
13091,-4
13092,0
13093,-4
13094,1
13095,10
13096,-10
13097,8
13098,-9
13099,-4
13100,-7
13101,2
13102,-7
13103,3
13104,5
13105,-6
13106,2
13107,4
13108,-8
13109,2
13110,-6
13111,7
13112,3
13113,-6
13114,6
13115,10
13116,0
13117,-1
13118,-5
13119,-6
13120,-2
13121,4
13122,-8
13123,9
13124,1
13125,-2
13126,0
13127,4
13128,10
13129,-7
13130,-2
13131,-3
13132,10
13133,-1
13134,-8
13135,10
13136,-4
13137,-8
13138,0
13139,1
13140,-10
13141,-8
13142,6
13143,0
13144,5
13145,0
13146,5
13147,-6
13148,1
13149,10
13150,-5
13151,6
13152,-3
13153,0
13154,-9
13155,-5
13156,-10
13157,1
13158,-2
13159,-2
13160,-9
13161,1
13162,1
13163,-9
13164,-3
13165,4
13166,-1
13167,9
13168,8
13169,-9
13170,7
13171,0
13172,-7
13173,3
13174,8
13175,2
13176,-8
13177,-5
13178,10
13179,3
13180,-6
13181,-9
13182,-8
13183,5
13184,7
13185,2
13186,5
13187,8
13188,10
13189,9
13190,-6
13191,7
13192,-2
13193,-10
13194,-2
13195,7
13196,5
13197,-9
13198,-4
13199,-10
13200,9
13201,5
13202,0
13203,-2
13204,7
13205,-3
13206,1
13207,-4
13208,4
13209,1
13210,-7
13211,2
13212,1
13213,0
13214,7
13215,-6
13216,10
13217,3
13218,-7
13219,-10
13220,-2
13221,10
13222,-6
13223,-4
13224,9
13225,-6
13226,-5
13227,-1
13228,6
13229,3
13230,2
13231,6
13232,2
13233,1
13234,10
13235,-4
13236,-4
13237,-6
13238,-9
13239,-1
13240,2
13241,7
13242,10
13243,2
13244,6
13245,8
13246,-2
13247,-2
13248,0
13249,0
13250,-10
13251,6
13252,-7
13253,-9
13254,9
13255,-7
13256,5
13257,3
13258,-5
13259,10
13260,-4
13261,10
13262,-8
13263,-2
13264,-2
13265,-6
13266,-2
13267,-1
13268,6
13269,-1
13270,8
13271,-4
13272,3
13273,6
13274,5
13275,4
13276,-2
13277,-4
13278,-5
13279,-2
13280,1
13281,-2
13282,3
13283,-9
13284,-6
13285,-10
13286,1
13287,9
13288,8
13289,6
13290,5
13291,-6
13292,8
13293,4
13294,-10
13295,6
13296,-9
13297,1
13298,4
13299,-4
13300,8
13301,0
13302,4
13303,8
13304,4
13305,-5
13306,-4
13307,9
13308,-8
13309,-10
13310,-3
13311,2
13312,-6
13313,6
13314,-3
13315,-2
13316,2
13317,9
13318,-4
13319,3
13320,-9
13321,6
13322,10
13323,1
13324,6
13325,-5
13326,10
13327,7
13328,-5
13329,-5
13330,4
13331,7
13332,-6
13333,7
13334,9
13335,7
13336,7
13337,-8
13338,4
13339,6
13340,-3
13341,10
13342,-1
13343,1
13344,-4
13345,-5
13346,-2
13347,-1
13348,8
13349,-5
13350,-3
13351,1
13352,-6
13353,-9
13354,-3
13355,10
13356,6
13357,-3
13358,-9
13359,-6
13360,-10
13361,-5
13362,7
13363,1
13364,9
13365,7
13366,5
13367,3
13368,-10
13369,10
13370,2
13371,-8
13372,-2
13373,2
13374,-6
13375,7
13376,-5
13377,-6
13378,-10
13379,8
13380,-10
13381,0
13382,-4
13383,-2
13384,-3
13385,-3
13386,8
13387,7
13388,-6
13389,-10
13390,0
13391,9
13392,-3
13393,3
13394,-3
13395,5
13396,10
13397,-6
13398,-10
13399,-6
13400,-5
13401,-7
13402,0
13403,-5
13404,7
13405,-8
13406,3
13407,10
13408,8
13409,7
13410,8
13411,-3
13412,1
13413,10
13414,-9
13415,10
13416,1
13417,-3
13418,8
13419,-4
13420,6
13421,-4
13422,6
13423,-3
13424,-3
13425,4
13426,5
13427,-4
13428,2
13429,4
13430,-9
13431,2
13432,-1
13433,10
13434,-5
13435,-8
13436,-2
13437,10
13438,-9
13439,-2
13440,-8
13441,-4
13442,2
13443,10
13444,0
13445,5
13446,-10
13447,-5
13448,6
13449,8
13450,2
13451,-5
13452,3
13453,-8
13454,3
13455,-5
13456,-5
13457,-5
13458,-1
13459,10
13460,10
13461,-6
13462,8
13463,1
13464,-7
13465,-7
13466,-10
13467,3
13468,6
13469,-4
13470,-8
13471,3
13472,9
13473,-4
13474,0
13475,5
13476,5
13477,-8
13478,10
13479,0
13480,-7
13481,4
13482,-1
13483,-9
13484,-4
13485,8
13486,-1
13487,6
13488,-7
13489,0
13490,3
13491,0
13492,-5
13493,-2
13494,5
13495,-7
13496,8
13497,-3
13498,-7
13499,-8
13500,-4
13501,7
13502,-8
13503,8
13504,7
13505,-3
13506,-5
13507,-10
13508,-8
13509,2
13510,-5
13511,-1
13512,2
13513,-10
13514,-3
13515,5
13516,9
13517,7
13518,-2
13519,10
13520,10
13521,9
13522,-10
13523,-6
13524,-5
13525,7
13526,-9
13527,-4
13528,-3
13529,3
13530,7
13531,8
13532,-2
13533,-2
13534,7
13535,6
13536,1
13537,-3
13538,-7
13539,-9
13540,-7
13541,-3
13542,-1
13543,-4
13544,7
13545,2
13546,-8
13547,9
13548,-8
13549,1
13550,-4
13551,-1
13552,4
13553,-6
13554,-10
